7.589285714285713691e-02,4.464285714285714038e-03,2.232142857142857192e-02,4.464285714285714038e-03,4.464285714285714038e-03,4.464285714285714038e-03,4.464285714285714038e-03,5.803571428571428770e-02,4.464285714285714038e-03,4.017857142857143155e-02,5.803571428571428770e-02,7.589285714285713691e-02,4.464285714285714038e-03,2.232142857142857192e-02,5.803571428571428770e-02,1.116071428571428631e-01,1.473214285714285754e-01,4.464285714285714038e-03,2.901785714285714524e-01,4.464285714285714038e-03
1.129629629629629595e-01,1.851851851851851923e-03,9.259259259259258745e-03,1.666666666666666644e-02,1.277777777777777679e-01,3.888888888888888951e-02,1.851851851851851923e-03,3.277777777777777790e-01,1.722222222222222210e-01,1.851851851851851923e-03,1.851851851851851923e-03,1.851851851851851923e-03,1.851851851851851923e-03,2.407407407407407413e-02,3.148148148148147835e-02,9.259259259259258745e-03,1.851851851851851923e-03,8.333333333333332871e-02,2.407407407407407413e-02,9.259259259259258745e-03
4.545454545454545234e-03,4.090909090909090884e-02,1.863636363636363702e-01,4.545454545454545234e-03,3.681818181818181657e-01,4.545454545454545234e-03,2.272727272727272790e-02,5.909090909090908977e-02,1.499999999999999944e-01,4.545454545454545234e-03,4.545454545454545234e-03,4.545454545454545234e-03,4.545454545454545234e-03,2.272727272727272790e-02,4.545454545454545234e-03,5.909090909090908977e-02,4.545454545454545234e-03,4.545454545454545234e-03,4.545454545454545234e-03,4.090909090909090884e-02
3.125000000000000173e-03,3.125000000000000173e-03,3.125000000000000173e-03,3.125000000000000173e-03,2.406250000000000056e-01,3.125000000000000173e-03,3.125000000000000173e-03,3.156249999999999889e-01,9.062499999999999722e-02,3.125000000000000173e-03,3.125000000000000173e-03,2.812500000000000069e-02,2.812500000000000069e-02,3.125000000000000173e-03,3.125000000000000173e-03,3.125000000000000173e-03,3.125000000000000173e-03,3.125000000000000173e-03,1.406250000000000000e-01,1.156250000000000056e-01
1.000000000000000021e-02,1.000000000000000021e-02,5.000000000000000278e-02,1.000000000000000021e-02,8.999999999999999667e-02,8.999999999999999667e-02,1.000000000000000021e-02,1.700000000000000122e-01,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,2.500000000000000000e-01,1.000000000000000021e-02,1.000000000000000021e-02,1.300000000000000044e-01,8.999999999999999667e-02
1.473214285714285754e-01,7.589285714285713691e-02,4.464285714285714038e-03,4.464285714285714038e-03,2.232142857142857192e-02,4.464285714285714038e-03,4.464285714285714038e-03,1.651785714285714246e-01,2.544642857142856984e-01,2.232142857142857192e-02,4.464285714285714038e-03,4.464285714285714038e-03,4.017857142857143155e-02,4.464285714285714038e-03,1.651785714285714246e-01,4.464285714285714038e-03,4.464285714285714038e-03,4.464285714285714038e-03,4.464285714285714038e-03,5.803571428571428770e-02
3.676470588235294240e-02,1.544117647058823595e-01,1.250000000000000000e-01,7.352941176470588133e-03,9.558823529411764053e-02,6.617647058823529493e-02,7.352941176470588133e-03,7.352941176470588133e-03,7.352941176470588133e-03,3.676470588235294240e-02,7.352941176470588133e-03,7.352941176470588133e-03,7.352941176470588133e-03,1.838235294117647189e-01,7.352941176470588133e-03,7.352941176470588133e-03,7.352941176470588133e-03,7.352941176470588133e-03,1.544117647058823595e-01,6.617647058823529493e-02
3.333333333333333547e-03,4.333333333333333481e-02,3.333333333333333547e-03,3.333333333333333547e-03,2.433333333333333459e-01,3.333333333333333547e-03,3.333333333333333547e-03,2.999999999999999889e-02,1.766666666666666663e-01,9.666666666666666463e-02,9.666666666666666463e-02,3.333333333333333547e-03,7.000000000000000666e-02,1.666666666666666644e-02,3.333333333333333547e-03,3.333333333333333547e-03,3.333333333333333547e-03,5.666666666666666380e-02,1.233333333333333365e-01,1.666666666666666644e-02
1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,8.999999999999999667e-02,1.000000000000000021e-02,1.000000000000000021e-02,4.899999999999999911e-01,1.000000000000000021e-02,1.000000000000000021e-02,5.000000000000000278e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,5.000000000000000278e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.700000000000000122e-01
5.965909090909091161e-02,2.840909090909090988e-03,2.556818181818181976e-02,2.840909090909090988e-03,1.619318181818181768e-01,3.693181818181818371e-02,1.420454545454545407e-02,3.210227272727272929e-01,5.965909090909091161e-02,2.840909090909090988e-03,1.420454545454545407e-02,2.840909090909090988e-03,2.840909090909090988e-03,3.693181818181818371e-02,2.840909090909090988e-03,2.840909090909090988e-03,2.840909090909090988e-03,2.840909090909090988e-03,4.829545454545454419e-02,1.960227272727272652e-01
